Customer Satisfaction Score,Response Time,Daily User Logins,Average Session Duration,Survey Response Rate,Transaction Amount,Product Rating,Preferred Communication Channel,Membership Status,Product Category Preference,High-Value Purchase Count,Customer Support Calls,Website Click-Through Rate,Newsletter Open Rate,Social Media Engagement Score,Referral Count,Account Age,Feedback Score,Product Return Rate,Marketing Email Click Rate,Subscription Status,Product Upsell Success,Customer Segment Group,Interest in New Product,Income Level
42,57.84,83,80.42,86.64,5.96,69,Email,Yes,Gold,40.27,51.96,100,13.5,67.55,40,13,16,No,87.96,0,1,A,Yes,High
48,41.84,36,59.38,57.56,16.15,47,Phone,Yes,Gold,74.23,2.52,35,78.0,56.39,26,69,57,No,73.50,0,0,B,Yes,High
60,51.37,29,0.65,49.62,28.56,73,SMS,Yes,Basic,17.44,47.16,9,62.6,55.05,41,52,90,No,2.26,1,0,C,No,Medium
43,74.99,91,57.21,49.61,50.25,50,Email,Yes,Platinum,58.80,42.65,62,8.2,8.78,17,52,21,No,40.03,1,1,B,No,Medium
93,2.01,15,88.62,45.85,56.46,66,Phone,Yes,Platinum,72.02,28.72,88,4.9,23.11,90,26,22,No,85.91,1,1,C,Yes,Low
31,41.07,21,97.66,64.56,93.45,30,SMS,Yes,Platinum,96.56,39.36,13,67.2,72.93,58,21,50,No,42.75,1,1,A,Yes,High
20,78.34,91,37.02,75.13,89.70,85,Email,Yes,Platinum,33.92,6.24,49,10.9,24.85,32,81,88,No,85.87,1,1,C,No,High
68,33.16,50,64.57,51.06,12.00,31,Phone,Yes,Basic,95.24,32.88,66,75.2,81.19,95,31,86,No,70.50,0,0,D,No,Low
5,71.75,48,84.91,49.61,50.25,50,SMS,Yes,Gold,51.11,60.43,46,82.9,82.96,71,11,84,No,69.70,0,0,C,No,Low
89,4.72,96,67.92,63.14,27.06,25,Email,Yes,Basic,39.31,13.93,1,54.4,97.58,37,36,34,No,44.07,0,1,D,No,Low
25,7.34,66,59.54,41.51,42.22,79,Phone,Yes,Gold,41.90,45.80,26,75.2,51.29,32,60,100,No,92.07,1,1,A,No,Medium
0,91.50,84,74.23,16.78,12.04,7,SMS,Yes,Platinum,11.91,51.24,35,37.5,62.13,72,11,4,No,23.27,1,0,D,Yes,Medium
34,44.42,68,50.89,86.14,86.60,1,Email,Yes,Basic,48.32,98.69,75,24.9,53.84,99,86,10,No,34.56,0,0,C,Yes,High
83,0.06,31,24.12,23.36,6.82,19,Phone,Yes,Basic,37.69,87.59,91,49.3,33.02,11,95,6,No,29.81,0,1,C,Yes,Medium
12,7.05,91,19.01,82.13,54.46,8,SMS,Yes,Gold,16.88,85.39,1,51.2,76.94,93,91,82,No,19.92,0,0,B,Yes,Medium
16,69.12,17,31.03,50.33,79.64,74,Email,Yes,Platinum,8.74,37.74,41,4.0,27.40,96,95,35,No,17.91,0,1,B,Yes,Low
98,38.16,78,34.26,62.77,19.20,15,Phone,Yes,Platinum,62.54,80.83,7,33.5,31.37,64,36,15,No,81.44,0,0,B,No,High
64,60.09,70,36.25,82.40,20.41,47,SMS,Yes,Platinum,88.37,34.29,68,2.5,69.00,32,6,61,No,38.68,0,0,A,Yes,Medium
1,48.39,12,30.77,92.61,16.17,97,Email,Yes,Gold,88.45,55.40,53,19.5,16.62,92,33,37,No,33.88,1,0,C,No,High
26,46.50,23,74.39,91.92,42.38,34,Phone,Yes,Gold,35.16,90.95,57,76.2,81.18,34,43,85,No,79.39,1,1,D,Yes,Low
40,5.13,40,67.38,45.04,74.90,36,SMS,Yes,Platinum,54.57,20.41,29,74.9,48.26,22,97,72,No,42.71,1,1,A,Yes,Low
45,12.34,21,0.09,3.93,97.73,24,Email,Yes,Basic,15.31,72.81,60,73.1,76.97,98,57,34,Yes,6.84,1,1,D,No,High
39,47.34,85,34.00,86.96,8.81,78,Phone,Yes,Gold,16.55,70.66,54,63.5,19.65,21,4,32,Yes,85.79,0,1,B,Yes,High
53,25.89,5,72.61,12.13,30.28,53,SMS,Yes,Basic,37.97,61.72,97,72.8,92.26,76,59,19,Yes,62.34,1,0,A,No,High
20,80.52,19,8.50,43.62,65.83,44,Email,Yes,Platinum,93.29,92.26,50,32.8,73.71,4,47,34,Yes,1.20,1,0,B,Yes,High
52,61.42,24,48.35,42.91,7.49,11,Phone,Yes,Platinum,50.49,76.87,6,57.7,11.92,4,5,83,Yes,4.52,0,0,A,Yes,Low
45,57.76,57,33.24,31.55,10.66,37,SMS,Yes,Basic,97.01,86.51,60,70.1,28.52,63,46,48,Yes,28.19,0,1,D,No,High
61,54.64,25,34.33,85.20,55.92,51,Email,Yes,Gold,37.70,60.32,8,68.3,93.26,58,13,58,Yes,40.64,0,0,A,Yes,High
31,20.18,91,76.04,67.64,30.10,18,Phone,Yes,Basic,61.66,4.03,33,46.9,14.80,98,21,13,Yes,76.91,1,0,C,Yes,Low
82,88.52,9,53.84,49.61,50.25,50,SMS,Yes,Gold,94.13,67.66,36,93.8,27.56,33,70,77,Yes,20.48,1,1,B,No,Low
30,98.29,64,71.77,97.66,37.72,80,Email,Yes,Platinum,94.77,21.88,33,75.6,39.38,61,44,74,Yes,5.85,0,0,B,No,Medium
6,58.33,88,15.17,59.78,66.47,42,Phone,Yes,Basic,0.74,69.17,66,3.8,36.83,98,42,50,Yes,71.73,1,1,A,Yes,Low
39,96.67,70,8.32,86.30,48.06,7,SMS,Yes,Basic,20.40,82.65,56,5.5,97.18,51,29,47,Yes,30.49,1,1,D,No,Medium
23,16.62,33,93.99,34.30,98.81,49,Email,Yes,Gold,70.97,98.37,5,9.7,72.05,28,18,4,Yes,77.45,0,0,B,No,Medium
78,1.05,76,89.33,43.28,53.55,48,Phone,Yes,Platinum,33.58,738.08,93,96.2,50.90,45,28,96,Yes,57.98,1,0,D,Yes,Medium
58,8.26,15,43.96,51.05,25.88,32,SMS,Yes,Platinum,94.47,33.49,57,91.0,0.62,81,95,9,Yes,96.07,1,0,A,Yes,High
73,99.54,29,53.82,53.33,40.56,17,Email,Yes,Platinum,60.32,22.73,54,69.5,51.52,99,61,37,Yes,17.05,1,0,A,No,High
79,57.65,34,81.00,23.83,22.44,50,Phone,Yes,Gold,51.11,44.55,97,57.1,86.34,14,57,87,Yes,71.80,0,1,A,No,Medium
24,96.67,96,24.76,34.81,89.56,97,SMS,Yes,Gold,68.78,27.35,74,5.2,4.93,39,35,32,Yes,32.07,0,1,A,No,Medium
58,98.33,24,68.13,71.60,60.73,9,Email,Yes,Platinum,73.96,21.10,84,3.0,84.38,46,22,13,Yes,7.27,1,0,D,No,High
29,23.88,21,41.11,70.40,21.75,37,Phone,Yes,Basic,80.01,24.17,7,31.7,26.68,51,78,86,Yes,35.97,1,0,A,No,Medium
41,32.94,69,76.62,49.61,50.25,50,SMS,Yes,Gold,98.74,22.52,66,61.0,91.51,16,75,57,No,47.44,0,0,C,No,Medium
52,5.12,23,49.20,31.02,18.18,50,Email,Yes,Gold,13.33,92.77,87,70.8,10.62,78,81,77,No,64.39,1,0,D,Yes,Medium
3,63.90,8,43.50,29.27,54.54,13,Phone,Yes,Gold,10.43,14.55,88,52.8,46.73,11,65,87,No,62.61,0,0,C,No,Medium
26,38.51,94,61.04,83.50,71.04,11,SMS,Yes,Basic,34.10,99.77,26,27.9,93.07,2,70,73,No,97.44,0,0,C,No,Low
13,65.02,98,91.18,43.91,3.99,36,Email,Yes,Platinum,5.51,42.69,47,92.9,64.11,31,53,7,No,36.01,1,0,B,Yes,Medium
27,31.57,13,65.55,49.61,50.25,50,Phone,Yes,Platinum,7.70,67.08,82,24.5,42.13,84,88,24,No,19.25,1,1,B,Yes,High
84,43.80,34,54.65,9.14,75.66,58,SMS,Yes,Platinum,5.70,58.78,84,1.7,4.90,57,82,33,No,59.63,1,1,D,Yes,Low
74,67.52,21,35.25,12.61,12.99,68,Email,Yes,Platinum,18.41,10.57,81,57.9,61.83,78,70,83,No,74.75,0,1,C,No,High
3,57.98,17,71.22,17.59,23.54,49,Phone,Yes,Platinum,75.90,50.06,91,14.7,64.59,23,16,68,No,75.48,0,0,D,No,Low
29,35.45,56,25.23,91.53,26.57,90,SMS,Yes,Platinum,16.87,96.83,45,94.6,67.68,30,19,30,No,14.39,1,0,C,Yes,High
64,19.72,10,16.68,92.37,82.15,35,Email,Yes,Platinum,68.27,62.87,27,3.9,45.56,89,57,83,No,16.36,1,0,D,No,High
24,79.86,11,78.07,91.02,38.28,63,Phone,Yes,Basic,76.21,93.62,94,17.5,87.47,74,25,7,No,91.22,0,0,B,Yes,Low
38,62.68,15,82.30,23.50,65.23,41,SMS,Yes,Basic,90.96,26.96,82,99.9,21.14,27,66,97,No,50.29,1,0,C,No,Low
30,10.02,27,81.60,37.83,8.84,34,Email,Yes,Gold,16.65,98.62,82,28.1,7.01,6,12,58,No,49.67,1,1,D,Yes,Low
36,63.73,7,36.15,49.61,50.25,50,Phone,Yes,Platinum,59.54,88.66,41,60.4,63.00,42,14,9,No,87.35,0,1,B,Yes,High
16,95.97,85,86.38,49.61,50.25,50,Phone,Yes,Platinum,45.54,51.80,1,42.3,71.81,44,73,23,No,58.84,1,1,A,Yes,High
26,86.70,67,44.81,48.79,20.43,63,SMS,Yes,Platinum,48.59,56.59,92,80.1,45.11,72,59,49,No,46.39,0,1,C,Yes,Low
63,54.29,13,37.58,9.91,62.30,45,Email,Yes,Gold,40.63,92.66,71,41.9,51.73,8,98,67,No,58.58,0,0,C,Yes,Low
72,77.68,67,61.45,89.25,7.86,33,Phone,Yes,Gold,73.26,68.47,21,23.9,28.13,41,23,2,No,96.56,0,0,A,No,Medium
15,15.97,79,61.63,4.49,62.25,31,SMS,Yes,Platinum,40.04,94.72,41,77.2,48.39,90,91,9,No,82.55,1,0,C,No,Medium
95,4.99,15,53.76,57.58,64.52,2,Email,Yes,Basic,1.40,56.69,93,66.6,82.27,1,54,46,No,7.22,0,0,A,Yes,Medium
65,17.24,87,61.31,15.72,96.23,52,Phone,Yes,Gold,80.37,81.78,98,50.2,45.50,75,13,55,No,8.95,1,1,B,Yes,Low
26,87.48,13,72.00,10.12,62.31,36,SMS,Yes,Gold,23.57,71.37,87,12.7,86.66,59,13,43,No,70.03,0,1,B,No,Low
51,95.03,54,39.42,84.82,49.30,47,Email,Yes,Gold,40.35,33.33,49,57.3,23.83,79,49,33,No,23.88,1,1,D,No,High
4,32.31,54,55.17,35.66,44.73,97,Phone,Yes,Basic,45.78,75.95,21,70.9,2.11,42,78,34,No,20.50,1,1,C,No,Medium
35,72.27,32,90.59,12.66,17.85,49,SMS,Yes,Platinum,97.65,37.63,92,54.5,26.97,70,66,99,No,67.21,0,0,D,Yes,Medium
79,50.97,30,15.13,28.47,37.60,76,Email,Yes,Platinum,10.23,41.05,93,63.7,80.18,47,36,11,No,78.32,0,1,B,Yes,Medium
58,54.02,5,6.29,18.73,3.25,74,Phone,Yes,Basic,15.48,30.12,25,37.2,25.47,49,41,99,No,14.22,0,0,A,Yes,Low
53,56.16,17,19.77,31.88,59.35,21,SMS,Yes,Gold,80.27,78.80,30,13.6,14.56,70,64,78,No,69.19,1,0,D,Yes,Low
70,40.25,92,65.03,9.04,94.79,26,Email,Yes,Basic,49.65,12.33,40,35.1,77.28,80,15,37,No,15.14,1,1,C,No,High
63,12.14,99,78.07,39.02,57.86,91,Phone,Yes,Gold,84.31,64.42,65,86.7,89.40,92,9,54,No,75.69,0,1,D,No,Medium
46,17.40,34,1.81,40.03,54.99,62,SMS,Yes,Platinum,12.05,85.15,16,97.5,84.25,50,98,10,No,63.82,0,0,C,Yes,Low
65,25.57,36,84.37,19.49,82.69,56,Email,Yes,Basic,56.88,86.77,43,96.7,45.22,14,39,95,No,86.81,1,1,D,Yes,Low
78,44.27,49,77.79,38.24,44.31,38,Phone,Yes,Basic,36.18,52.43,67,26.9,27.75,93,72,58,No,2.93,0,0,B,Yes,Medium
19,95.07,41,46.67,5.27,3.76,72,SMS,Yes,Gold,74.48,16.82,19,46.1,28.63,25,65,65,No,41.77,1,0,A,Yes,Low
1,51.82,4,56.92,92.08,96.84,54,Email,Yes,Platinum,6.49,46.57,24,47.0,45.55,58,36,16,No,83.02,1,1,A,No,Medium
4,74.13,83,96.79,88.98,60.05,53,Phone,Yes,Platinum,62.85,55.73,74,28.0,56.50,9,41,75,No,99.06,1,0,A,No,Medium
68,88.24,20,87.34,5.98,88.86,33,SMS,Yes,Platinum,4.78,35.22,86,39.6,19.92,42,39,92,No,50.51,0,0,D,No,Medium
16,94.76,77,26.83,59.08,72.14,94,Email,Yes,Gold,56.21,55.27,11,12.6,52.95,27,2,72,No,59.53,1,1,C,Yes,Medium
84,99.68,43,32.03,90.67,19.12,62,Phone,Yes,Gold,26.52,68.61,95,26.8,81.15,6,54,7,No,76.64,0,1,D,Yes,Medium
92,51.71,12,52.82,12.69,59.25,48,SMS,Yes,Platinum,49.13,95.05,38,42.4,71.47,60,30,41,No,96.60,1,1,C,No,Low
20,8.01,47,1.00,8.48,80.76,77,Email,Yes,Basic,5.23,78.28,85,79.9,50.85,23,85,73,No,15.57,1,0,A,Yes,High
100,2.48,84,36.54,84.16,55.46,90,Phone,Yes,Gold,25.04,66.93,89,46.0,60.70,19,80,97,No,49.48,0,0,B,No,Low
33,52.18,59,0.85,76.10,71.30,37,SMS,Yes,Gold,24.02,32.35,18,57.7,15.48,36,70,56,No,42.02,1,0,B,No,Low
71,92.00,27,37.05,56.89,88.17,94,Email,Yes,Gold,41.03,47.07,5,19.1,79.05,45,30,38,No,74.90,0,1,C,No,Medium
53,59.64,37,80.71,52.33,11.67,13,Phone,Yes,Basic,86.95,76.41,25,3.6,10.18,73,20,37,No,72.55,1,0,D,Yes,Low
17,80.78,69,55.59,69.95,41.20,14,SMS,Yes,Platinum,33.80,90.69,59,8.5,44.98,76,79,49,No,26.77,0,0,D,Yes,Low
9,86.50,32,17.83,23.94,41.80,25,Email,Yes,Platinum,57.23,44.19,35,74.6,89.35,76,33,74,No,13.03,1,0,C,Yes,High
86,63.38,25,55.53,52.76,65.54,23,Phone,Yes,Basic,1.61,37.27,35,54.3,7.27,79,22,68,No,56.19,0,1,B,No,Medium
57,74.54,38,30.28,45.93,81.80,93,SMS,Yes,Gold,9.85,23.21,71,82.4,85.70,42,9,44,No,29.12,0,1,D,No,Medium
9,33.74,9,96.15,80.73,45.96,22,Email,Yes,Basic,56.32,94.38,0,23.8,93.84,17,11,57,No,47.71,0,1,B,Yes,Low
29,55.79,30,8.65,0.14,44.96,84,Phone,Yes,Gold,28.05,15.97,16,28.5,79.28,91,98,23,No,32.83,1,1,C,No,Low
29,73.68,45,98.93,5.47,35.50,48,SMS,Yes,Platinum,87.47,93.87,81,85.1,55.05,83,30,40,No,46.74,0,1,C,No,High
6,11.05,22,46.44,43.33,79.97,74,Email,Yes,Basic,77.40,5.21,1,79.6,47.71,13,24,93,No,70.98,1,0,A,Yes,Medium
81,19.72,21,67.61,40.50,93.15,9,Phone,Yes,Basic,15.65,36.66,805,15.9,96.80,91,17,12,No,90.94,1,0,C,No,Medium
23,93.15,91,78.13,1.94,32.70,63,SMS,Yes,Gold,7.19,90.90,96,7.8,53.24,30,39,18,No,95.80,0,0,A,Yes,Low
43,19.28,19,76.88,26.56,76.72,21,Email,Yes,Platinum,93.17,20.69,36,14.9,51.00,46,90,93,No,49.17,0,0,D,No,Low
23,19.96,4,64.34,26.25,5.23,23,Phone,Yes,Platinum,41.61,97.79,20,21.5,29.19,17,38,91,No,41.19,0,1,B,No,High
4,40.30,65,69.81,63.81,32.06,9,SMS,Yes,Platinum,47.52,31.73,77,49.8,31.00,81,87,67,No,56.63,0,1,B,No,Medium
75,47.38,45,0.71,49.61,50.25,50,Email,Yes,Gold,53.13,39.97,95,64.2,29.82,13,84,36,No,47.08,1,0,A,Yes,High
44,74.87,83,77.12,3.88,19.41,54,Phone,Yes,Gold,30.32,42.94,47,15.7,3.11,95,24,24,No,92.85,1,1,A,Yes,High
4,18.68,83,76.68,35.06,37.68,53,SMS,Yes,Platinum,25.05,80.59,28,19.2,50.43,87,24,8,No,74.77,0,0,D,Yes,Medium
49,4.01,98,38.35,15.22,66.67,28,Email,Yes,Basic,83.61,26.50,45,53.8,66.36,78,39,65,No,93.26,1,0,B,No,Low
88,52.73,93,48.38,49.04,11.97,80,Phone,Yes,Gold,94.33,52.02,68,77.9,13.10,60,3,50,No,18.29,1,1,B,Yes,High
18,57.40,64,55.67,73.83,33.56,77,SMS,Yes,Gold,1.84,784.79,62,31.0,8.58,9,92,69,No,35.67,1,1,A,Yes,Low
1,20.14,96,61.34,26.17,6.70,3,Email,Yes,Gold,72.03,91.83,41,19.1,51.71,91,80,7,No,57.19,1,1,D,No,Low
48,7.05,28,32.45,49.61,50.25,50,Email,Yes,Basic,73.85,86.69,63,66.9,12.63,95,13,77,No,93.36,1,0,C,No,Medium
77,10.40,96,89.02,49.61,50.25,50,SMS,Yes,Platinum,72.99,41.09,63,69.9,71.11,5,86,46,No,24.18,1,0,B,No,Medium
48,99.17,77,21.05,50.14,23.36,41,Email,Yes,Platinum,92.22,59.26,38,50.2,60.51,56,49,50,No,81.27,1,1,A,Yes,High
37,13.55,52,11.26,93.40,18.36,25,Phone,Yes,Basic,45.63,17.08,27,50.9,14.75,61,57,71,No,91.23,1,1,A,Yes,Medium
97,85.93,11,94.74,49.61,50.25,50,SMS,Yes,Gold,47.34,61.32,87,66.2,43.40,82,91,12,No,28.45,0,0,A,No,Low
85,91.43,27,90.40,32.07,55.23,5,Email,Yes,Basic,25.63,19.04,67,0.0,80.59,8,19,39,No,35.50,1,1,A,No,Low
88,30.15,9,75.84,49.61,50.25,50,Phone,Yes,Gold,50.41,54.49,28,94.8,84.25,72,8,11,No,16.07,1,0,A,Yes,Medium
13,43.03,27,88.78,4.06,91.37,83,SMS,Yes,Platinum,96.69,52.66,30,36.3,6.64,99,4,65,No,94.89,1,0,D,Yes,High
19,21.46,74,18.91,57.35,21.52,86,Email,Yes,Basic,23.41,4.98,27,65.4,53.36,94,40,69,No,51.26,0,1,A,Yes,Medium
33,4.22,50,54.45,16.84,76.05,98,Phone,Yes,Basic,70.45,45.38,54,85.0,48.01,37,49,58,No,90.09,1,1,C,Yes,High
8,52.73,40,58.88,49.61,50.25,50,SMS,Yes,Gold,32.54,9.47,98,28.6,42.38,65,2,81,No,27.82,1,0,A,Yes,High
7,69.06,57,40.45,36.36,21.68,67,Email,Yes,Platinum,42.42,44.67,330,82.5,48.53,54,30,18,No,71.41,1,0,C,No,Medium
37,10.06,31,66.37,66.58,28.62,46,Phone,Yes,Platinum,89.67,21.07,23,28.0,12.74,64,8,13,No,33.97,1,0,A,Yes,Medium
54,43.71,27,60.40,87.13,99.89,61,SMS,Yes,Platinum,47.95,36.73,91,36.8,37.34,38,84,65,No,33.41,0,0,B,No,Medium
50,66.74,1,87.16,44.67,34.30,14,Email,Yes,Gold,67.87,42.09,96,59.9,80.75,11,40,34,No,86.11,1,0,C,No,Medium
54,83.29,13,12.98,55.68,94.64,41,Phone,Yes,Gold,83.69,99.55,2,11.3,60.95,82,29,24,No,5.64,0,1,B,Yes,Low
61,58.54,55,64.05,25.94,8.46,12,SMS,Yes,Platinum,70.13,78.90,35,40.5,39.37,19,6,59,No,16.68,1,0,B,No,Low
95,40.89,66,46.49,63.06,44.96,19,Email,Yes,Basic,73.55,66.38,11,72.1,50.03,89,92,6,No,3.77,0,0,A,Yes,High
17,58.08,71,91.66,70.55,67.18,39,Phone,Yes,Gold,67.51,41.74,73,52.2,7.42,19,84,72,No,11.76,0,1,A,No,Medium
67,17.67,58,90.40,32.02,67.03,19,SMS,Yes,Gold,31.32,17.88,90,39.7,24.53,45,32,74,No,43.80,0,0,A,Yes,High
65,88.97,44,90.12,75.07,48.86,60,Email,Yes,Gold,4.38,32.66,62,5.6,2.39,45,33,44,No,16.47,0,1,D,Yes,Medium
7,14.75,7,81.23,75.24,75.33,72,Phone,Yes,Basic,3.84,62.15,78,50.0,35.75,28,64,69,No,34.23,0,0,C,No,High
58,74.93,96,7.36,5.34,93.76,53,SMS,Yes,Platinum,76.81,74.72,31,30.6,83.78,7,88,26,No,93.60,0,1,B,No,Low
100,75.08,64,35.53,4.92,3.11,55,Email,Yes,Platinum,3.34,36.68,24,44.7,7.24,95,22,92,No,98.55,1,0,B,No,Medium
14,9.61,42,93.37,49.61,50.25,50,Phone,Yes,Basic,63.38,91.46,21,66.5,7.87,60,16,74,No,46.34,0,0,D,No,High
16,68.81,13,42.54,24.72,74.84,26,SMS,Yes,Gold,61.38,8.77,39,71.3,65.94,62,28,38,No,71.90,1,1,C,No,Medium
3,34.10,80,89.73,51.82,45.55,3,Email,Yes,Basic,48.92,34.19,92,2.4,58.14,55,22,43,No,72.71,1,1,C,Yes,High
4,12.31,99,31.52,11.53,10.70,72,Phone,Yes,Gold,22.31,5.65,10,43.2,22.99,52,25,94,No,56.68,1,1,B,No,Low
86,94.41,34,56.07,9.51,20.05,41,SMS,Yes,Platinum,45.57,60.57,69,38.3,86.91,57,44,7,No,82.07,0,1,D,No,Medium
30,69.80,79,29.58,49.61,50.25,50,Email,Yes,Basic,5.53,19.81,1,62.7,31.64,97,19,35,No,0.85,0,0,C,No,High
54,65.38,39,64.72,4.48,5.40,46,Phone,Yes,Basic,82.26,21.00,39,31.7,40.02,15,50,80,No,49.06,1,0,B,Yes,Low
58,22.11,27,80.31,4.41,99.21,13,SMS,Yes,Gold,88.07,41.29,54,4.9,0.23,24,68,12,No,41.10,1,1,A,No,High
26,85.33,86,77.25,16.88,82.18,77,Email,Yes,Platinum,12.19,50.98,59,35.9,47.54,36,64,90,No,38.14,1,1,C,No,High
95,6.33,60,5.71,89.38,52.98,67,Phone,No,Platinum,87.89,31.49,13,46.8,59.83,3,27,3,No,89.51,1,1,D,No,Medium
15,92.17,76,73.17,70.92,20.03,21,SMS,Yes,Platinum,78.20,78.40,45,79.2,83.86,65,23,27,No,11.68,1,1,D,Yes,Medium
72,68.73,10,92.26,49.61,50.25,50,Email,Yes,Gold,83.94,44.82,64,22.1,67.71,77,47,62,No,89.41,0,1,A,Yes,High
41,82.62,23,52.44,80.61,35.35,64,Phone,Yes,Gold,9.90,27.14,86,34.6,97.30,98,27,4,No,45.10,1,0,D,No,Low
13,17.57,96,69.32,80.14,39.76,34,SMS,Yes,Platinum,63.18,25.71,95,17.0,96.57,1,48,33,No,57.07,1,1,A,Yes,Medium
25,60.95,59,36.97,48.61,31.38,14,Email,Yes,Basic,66.07,95.06,73,5.2,88.42,86,44,59,No,53.23,1,1,B,No,High
82,98.83,39,4.74,80.12,60.44,20,Phone,Yes,Gold,49.96,30.52,97,66.3,40.82,28,73,24,No,52.98,1,0,A,No,High
0,12.69,93,86.74,23.36,77.84,61,SMS,Yes,Gold,6.35,39.62,96,53.9,28.79,12,70,64,No,95.09,0,0,D,No,Medium
53,82.38,10,94.30,79.51,18.13,71,Email,No,Gold,96.28,12.67,42,48.1,37.63,36,5,69,No,19.48,0,0,D,No,High
29,23.60,73,4.03,9.48,0.68,15,Phone,Yes,Basic,14.93,24.10,94,52.0,36.48,87,39,34,No,37.78,1,1,A,No,High
19,40.74,94,37.73,66.41,25.51,13,SMS,Yes,Platinum,261.02,76.08,2,55.8,37.95,51,56,31,No,73.34,1,0,B,Yes,Medium
55,35.95,13,58.93,52.51,20.30,45,Email,Yes,Platinum,54.80,70.27,79,62.9,15.27,71,68,2,No,33.30,0,0,B,Yes,Low
92,97.85,1,62.27,41.28,85.99,25,Phone,Yes,Basic,8.56,18.35,76,2.2,81.69,1,66,37,No,69.60,1,1,D,No,Low
74,50.97,42,39.81,2.64,33.56,98,SMS,Yes,Gold,84.73,44.13,2,7.5,51.04,97,69,7,No,77.13,1,1,B,Yes,High
79,25.90,71,21.49,4.03,20.11,18,Email,Yes,Basic,47.68,27.07,3,60.5,39.57,30,87,75,No,49.50,1,0,C,Yes,High
83,12.59,90,86.42,46.46,74.44,62,Phone,Yes,Gold,46.25,94.10,49,46.3,78.51,82,55,18,No,96.81,1,0,B,No,High
83,4.93,85,54.84,19.73,31.73,28,SMS,Yes,Platinum,81.27,13.26,23,45.3,51.71,76,45,79,No,11.31,0,0,D,No,Medium
39,17.08,23,57.55,42.34,51.49,17,Email,Yes,Basic,49.15,97.55,33,59.5,9.02,61,9,96,No,78.82,1,0,A,Yes,Medium
50,93.15,58,53.84,45.45,20.93,0,Phone,Yes,Basic,44.85,98.06,35,45.2,13.35,5,78,57,No,14.99,1,1,C,No,High
31,11.69,99,30.86,13.03,19.91,59,SMS,Yes,Gold,24.67,45.01,2,64.1,41.39,27,21,65,No,17.97,1,0,D,No,Medium
67,11.50,69,44.15,94.50,14.16,64,Email,Yes,Platinum,96.22,90.15,27,80.4,99.56,25,44,52,No,1.53,1,1,D,No,Low
70,8.52,65,65.37,95.62,0.30,25,Phone,Yes,Platinum,76.58,9.15,51,23.2,18.12,81,14,47,No,18.58,1,1,D,No,Low
42,30.93,28,97.22,49.61,50.25,50,Email,Yes,Platinum,18.55,65.17,71,68.8,31.93,25,96,92,No,84.62,0,1,A,Yes,High
2,44.41,78,68.00,63.52,90.96,2,Phone,Yes,Gold,32.39,13.63,89,47.1,87.81,59,67,80,No,39.81,0,1,A,No,Medium
91,9.10,65,41.32,40.56,67.96,7,SMS,Yes,Gold,17.05,89.74,66,88.2,48.53,54,92,90,No,27.44,1,1,B,Yes,High
7,67.76,17,34.45,49.61,50.25,50,Email,Yes,Platinum,47.03,87.36,76,51.3,67.07,85,1,40,No,74.03,1,0,D,No,High
42,71.42,86,15.47,45.15,40.80,69,Phone,No,Basic,41.81,91.10,99,10.6,23.31,95,96,10,No,16.11,1,1,C,Yes,High
60,27.70,86,28.35,68.68,67.42,22,SMS,Yes,Gold,80.90,80.04,46,60.7,60.43,83,43,28,No,53.62,1,0,C,Yes,High
20,41.28,23,58.39,37.15,44.89,54,Email,Yes,Gold,43.37,41.21,4,49.8,55.42,56,71,18,No,81.07,1,1,A,Yes,Low
33,14.37,71,53.37,14.38,0.92,81,Phone,Yes,Gold,58.55,31.57,9,22.3,18.81,43,66,26,No,51.89,0,1,B,No,High
93,82.84,32,23.73,26.26,50.44,74,SMS,Yes,Basic,80.60,28.95,66,42.7,88.91,85,53,69,No,49.57,0,0,B,Yes,Medium
72,40.38,21,35.60,28.41,17.61,74,Email,Yes,Platinum,98.21,39.11,8,9.0,59.08,60,42,43,No,51.65,1,1,C,Yes,Low
61,19.65,25,17.36,49.61,50.25,50,Phone,Yes,Platinum,1.96,67.14,52,89.9,16.44,80,79,13,No,17.02,1,1,A,No,Medium
13,97.37,23,77.29,33.90,14.31,86,Email,Yes,Basic,47.18,49.58,73,8.8,66.82,90,6,14,No,43.73,1,0,A,No,Low
76,25.83,48,99.20,68.67,84.14,41,Email,Yes,Gold,20.31,40.20,85,34.6,65.46,71,59,36,No,34.23,0,0,A,Yes,Low
30,65.03,33,39.15,26.21,34.30,41,Email,Yes,Basic,4.19,50.31,58,92.0,4.92,57,85,24,No,1.90,0,0,D,No,Medium
92,47.03,3,68.98,49.61,50.25,50,Email,Yes,Gold,50.57,81.71,86,61.6,1.28,70,42,57,No,35.02,1,0,A,No,Medium
11,9.49,33,37.36,21.43,58.51,44,Email,Yes,Platinum,68.97,72.49,70,31.1,9.97,27,83,98,No,0.97,1,0,C,No,Low
37,91.26,78,75.54,60.67,62.68,64,Email,Yes,Basic,73.23,77.69,87,21.6,8.38,48,51,83,No,57.09,0,1,A,No,High
59,59.36,16,12.35,98.01,39.37,23,Email,Yes,Basic,64.36,8.80,89,38.9,31.34,46,39,86,No,30.35,1,0,C,No,High
27,82.41,1,56.48,33.92,32.27,64,Email,Yes,Gold,26.46,51.95,45,1.2,55.68,66,59,74,No,6.68,0,0,D,No,Low
